date,log_return
2020-01-02,-0.01845127574329034
2020-01-03,0.010567914173319246
2020-01-06,0.00985936110752388
2020-01-07,0.0009567517114383484
2020-01-08,0.001015654067836522
2020-01-09,0.0056556975231905416
2020-01-10,-0.0012473986502709328
2020-01-13,-0.06343349068122955
2020-01-14,-0.04283213699536485
2020-01-15,-0.015589897098726461
2020-01-16,-0.008564094594838895
2020-01-17,-0.01762700831481336
2020-01-20,-0.0008964770408748069
2020-01-21,0.010841333596832682
2020-01-22,0.00944121167785863
2020-01-23,-0.017801986435256656
2020-01-24,0.008906671046505478
2020-01-27,0.013481865736446795
2020-01-28,0.01701455183469841
2020-01-29,-0.008037254232299222
2020-01-30,-0.008304475250154165
2020-01-31,0.025627251024025972
2020-02-03,0.003337208888616813
2020-02-04,0.018639956757854535
2020-02-05,0.004159424903972358
2020-02-06,-0.004159424903972322
2020-02-07,-0.013102242242386436
2020-02-10,-0.009334044493740618
2020-02-11,0.014518100764917096
2020-02-12,0.0018080291560976305
2020-02-13,-0.023301724902177197
2020-02-14,0.004677934649662186
2020-02-17,-0.0017764133644626496
2020-02-18,-0.021161318106240393
2020-02-19,-0.02823810758644267
2020-02-20,0.02338401102610217
2020-02-21,-0.0425919760862704
2020-02-24,-0.038459250070255344
2020-02-25,0.020528004214348434
2020-02-26,-0.007133402221815122
2020-02-27,-0.028532573272792357
2020-02-28,-0.03938119755792631
2020-03-02,-0.007067858314674469
2020-03-03,0.03928068868584379
2020-03-04,-0.011911189666890736
2020-03-05,-0.022781477046176817
2020-03-06,0.009882009931583604
2020-03-09,0.017590149651647426
2020-03-10,0.043716497417290286
2020-03-11,0.012565362308969543
2020-03-12,-0.00035675712742295893
2020-03-13,-0.0032172816144458447
2020-03-16,0.021044267514806626
2020-03-17,-0.020113722527154803
2020-03-18,0.006488839543145677
2020-03-19,0.008704981435364715
2020-03-20,-0.007426198122188615
2020-03-23,0.002198043478657841
2020-03-24,-0.004543609737584642
2020-03-25,-0.03048665610990363
2020-03-26,-0.007436866556963713
2020-03-27,0.004424625848480427
2020-03-30,-0.011705856094239287
2020-03-31,-0.013971281223283658
2020-04-01,-0.0030466739193140526
2020-04-02,0.01814253510576662
2020-04-03,-0.003677532442201217
2020-04-06,-0.011038138351335778
2020-04-07,-0.03276448619219923
2020-04-08,-0.009312556096420262
2020-04-09,0.018383716591924136
2020-04-10,0.020495365857184353
2020-04-13,0.0035021740837635775
2020-04-14,-0.007782434675941563
2020-04-15,-0.029142898691854123
2020-04-16,-0.00031552672273933144
2020-04-17,-0.03002745205114992
2020-04-20,-0.013091460316189477
2020-04-21,0.01568944715063642
2020-04-22,-0.03280064370832526
2020-04-23,0.009090558083991625
2020-04-24,0.021193411595070277
2020-04-27,0.03254601435938071
2020-04-28,-0.02533803491330295
2020-04-29,-0.0016152721997844427
2020-04-30,-0.015147943117651821
2020-05-01,-0.024674359587199973
2020-05-04,-0.006328286163644727
2020-05-05,-0.0008468243563266987
2020-05-06,0.008855949392359572
2020-05-07,-0.006993753645617682
2020-05-08,0.03260975264673556
2020-05-11,-0.01725399348226326
2020-05-12,-0.014933187077459834
2020-05-13,-0.008232631293191888
2020-05-14,0.060032985914246335
2020-05-15,0.014026269436876085
2020-05-18,0.006940272952933542
2020-05-19,0.01714224661466062
2020-05-20,0.014038972928639346
2020-05-21,0.00728650107229487
2020-05-22,-0.017701048269152416
2020-05-25,0.015960101905309786
2020-05-26,-0.014037384429470293
2020-05-27,-0.0033092864462835256
2020-05-28,0.0026174771288944476
2020-05-29,-0.016042466908353196
2020-06-01,-0.021239618762095142
2020-06-02,-0.04705601121882396
2020-06-03,-0.0302306904720111
2020-06-04,-0.016779325389833948
2020-06-05,0.011766406942840271
2020-06-08,-0.017305297002482407
2020-06-09,-0.003532466319573942
2020-06-10,0.024470395795684295
2020-06-11,-0.005627705700990174
2020-06-12,-0.01099957417157501
2020-06-15,0.0294088683901741
2020-06-16,-0.00804456307724474
2020-06-17,-0.004823392864626856
2020-06-18,-0.004499813565460108
2020-06-19,-0.0236069288931374
2020-06-22,0.012706436360378994
2020-06-23,-0.0038110342118764023
2020-06-24,-0.006502977021631567
2020-06-25,0.024978042282008686
2020-06-26,-0.00314292966559819
2020-06-29,-0.01320332295428625
2020-06-30,0.000974313060706344
2020-07-01,-0.009427239863070192
2020-07-02,-0.03556385902582679
2020-07-03,0.04481391443779892
2020-07-06,-0.010323116960880686
2020-07-07,0.02447669960608934
2020-07-08,-0.0001746523737192942
2020-07-09,0.006786630073582984
2020-07-10,-0.0048676374398697675
2020-07-13,0.004000191119836112
2020-07-14,-0.01574556642376908
2020-07-15,0.015919260386859434
2020-07-16,-0.003738401932737874
2020-07-17,0.004779283090835453
2020-07-20,-0.010019024496302197
2020-07-21,-0.015708033979128844
2020-07-22,0.010440766287917841
2020-07-23,-0.011063584859776675
2020-07-24,0.02981124533453419
2020-07-27,-0.012255301784839617
2020-07-28,0.008967128010186929
2020-07-29,0.025753140633312698
2020-07-30,0.01467361477226907
2020-07-31,0.016428275669330465
2020-08-03,0.0026984112830616123
2020-08-04,0.009508698535911967
2020-08-05,-0.008447655223980999
2020-08-06,-0.007779603212319221
2020-08-07,-0.02505657667049648
2020-08-10,-0.016659947097710903
2020-08-11,-0.0099057552112505
2020-08-12,0.002420948422666508
2020-08-13,0.023470154431765602
2020-08-14,-0.03327629088133965
2020-08-17,-0.0024448345410156324
2020-08-18,0.00017488137967258785
2020-08-19,-0.005961361430662314
2020-08-20,0.006834946338766594
2020-08-21,-0.007010653801521922
2020-08-24,0.00026369601522331247
2020-08-25,0.01881263770858623
2020-08-26,0.023028823921278307
2020-08-27,0.004794453897354815
2020-08-28,0.011762453151896229
2020-08-31,-0.03536690189903027
2020-09-01,-0.002322333115454665
2020-09-02,0.014958115732987989
2020-09-03,-0.006724931440727288
2020-09-04,0.009182296449383141
2020-09-07,-0.01991607079535882
2020-09-08,-0.02925933951255045
2020-09-09,-0.011444054699099745
2020-09-10,-0.0187886484348761
2020-09-11,-0.021767343521871593
2020-09-14,-0.008841314913965326
2020-09-15,0.020015681863982764
2020-09-16,-0.01709109563653792
2020-09-17,-0.015760483049048736
2020-09-18,0.030441042362793887
2020-09-21,0.045722145719575946
2020-09-22,-0.012423512065470982
2020-09-23,-0.02059282409715472
2020-09-24,-0.020176223110958413
2020-09-25,-0.009385432994813168
2020-09-28,-0.029284638597334746
2020-09-29,0.01605343743826676
2020-09-30,0.0541026658200479
2020-10-01,0.016503928746451176
2020-10-02,0.04114206383875011
2020-10-05,0.025395322968457913
